Word,file1_col1,file1_col2,file2_col1,file2_col2,file2_col3,file2_col4,file2_col5,file2_col6,file2_col7,file2_col8,file2_col9,file2_col10,file2_col11,file2_col12,file2_col13,file2_col14,file2_col15,file2_col16,file2_col17,file2_col18
man,162,man,man,manned;mans,manned;manning,manning;men,men;mens,mens,,,,,,,,,,,,
manage,675,manage,manage,manages,managed,managing,managings,,,,,,,,,,,,,
management,742,management,management,managements,,,,,,,,,,,,,,,,
manager,711,manager,manager,managers,,,,,,,,,,,,,,,,
mandatory,4812,mandatory,mandatory,,,,,,,,,,,,,,,,,
manipulate,3823,manipulate,manipulate,manipulates,manipulated,manipulating,manipulatings,,,,,,,,,,,,,
manipulation,4990,manipulation,manipulation,manipulations,,,,,,,,,,,,,,,,
manner,1491,manner,manner,manners,mannered,,,,,,,,,,,,,,,
manual,3213,manual,manual,manuals,,,,,,,,,,,,,,,,
manufacture,1442,manufacture,manufacture,manufactures,manufactured,manufacturing,manufacturings,,,,,,,,,,,,,
manufacturer,1946,manufacturer,manufacturer,manufacturers,,,,,,,,,,,,,,,,
manuscript,3512,manuscript,manuscript,manuscripts,,,,,,,,,,,,,,,,
many,149,many,many,,,,,,,,,,,,,,,,,
map,1262,map,map,maps,mapped,mapping,mappings,,,,,,,,,,,,,
marble,4275,marble,marble,marbles,marbled,,,,,,,,,,,,,,,
march,2503,march,march,marches,marched,marching,marchings,,,,,,,,,,,,,
margin,2443,margin,margin,margins,,,,,,,,,,,,,,,,
marginal,4296,marginal,marginal,marginals,,,,,,,,,,,,,,,,
mark,793,mark,mark,marks,marked,marking,markings,,,,,,,,,,,,,
marker,3770,marker,marker,markers,,,,,,,,,,,,,,,,
market,269,market,market,marketed;markets,marketed;marketing,marketing;marketings,marketings,,,,,,,,,,,,,
marriage,1298,marriage,marriage,marriages,,,,,,,,,,,,,,,,
marry,825,marry,marry,married;marries,married;marrying,marryed;marrying,marryed,,,,,,,,,,,,,
mask,3017,mask,mask,masks,masked,masking,maskings,,,,,,,,,,,,,
mass,1286,mass,mass,masses,massed,massing,massings,,,,,,,,,,,,,
massive,1973,massive,massive,,,,,,,,,,,,,,,,,
master,1606,master,master,masters,mastered,mastering,masterings,,,,,,,,,,,,,
match,900,match,match,matches,matched,matching,matchings,,,,,,,,,,,,,
mate,2338,mate,mate,mates,mated,mating,matings,,,,,,,,,,,,,
material,621,material,material,materials,,,,,,,,,,,,,,,,
maternal,4329,maternal,maternal,maternals,,,,,,,,,,,,,,,,
mathematical,4065,mathematical,mathematical,mathematicals,,,,,,,,,,,,,,,,
mathematics,1977,mathematics,mathematics,math;mathematic,math;maths,maths,,,,,,,,,,,,,,
matrix,4084,matrix,matrix,matrices,matrixes,,,,,,,,,,,,,,,
matter,390,matter,matter,mattered;matters,mattered;mattering,mattering;matterings,matterings,,,,,,,,,,,,,
mature,2319,mature,mature,matures,matured,maturing,maturer,,,,,,,,,,,,,
maximize,4248,maximize,maximize,maximizes,maximized,maximizing,maximise,maximises,maximised,maximising,maximisings,,,,,,,,,
maximum,1891,maximum,maximum,,,,,,,,,,,,,,,,,
may,147,may,may,mayn;mays,mays,,,,,,,,,,,,,,,
maybe,514,maybe,maybe,,,,,,,,,,,,,,,,,
mayor,2829,mayor,mayor,mayors,,,,,,,,,,,,,,,,
meal,1300,meal,meal,meals,,,,,,,,,,,,,,,,
mean,145,mean,mean,meaned;means,meaned;meaning,meaning;meant,meanings;meant,meaner;meanings,meaner;meanest,meanest,,,,,,,,,,
meaningful,3665,meaningful,meaningful,,,,,,,,,,,,,,,,,
meantime,3696,meantime,meantime,,,,,,,,,,,,,,,,,
meanwhile,1803,meanwhile,meanwhile,,,,,,,,,,,,,,,,,
measure,582,measure,measure,measures,measured,measuring,measurings,,,,,,,,,,,,,
measurement,2481,measurement,measurement,measurements,,,,,,,,,,,,,,,,
meat,1919,meat,meat,meats,,,,,,,,,,,,,,,,
mechanic,4409,mechanic,mechanic,mechanics,,,,,,,,,,,,,,,,
mechanical,3738,mechanical,mechanical,mechanicals,,,,,,,,,,,,,,,,
mechanism,1912,mechanism,mechanism,mechanisms,,,,,,,,,,,,,,,,
medical,1083,medical,medical,medicals,,,,,,,,,,,,,,,,
medication,3624,medication,medication,medications,,,,,,,,,,,,,,,,
medicine,1811,medicine,medicine,medicines,,,,,,,,,,,,,,,,
medium,739,medium,medium,mediums,,,,,,,,,,,,,,,,
meet,185,meet,meet,meeted;meets,meeted;meeting,meeting;met,meetings;met,meetings,,,,,,,,,,,,
member,316,member,member,membered;members,membered;membering,membering;memberings,memberings,,,,,,,,,,,,,
membership,2311,membership,membership,memberships,,,,,,,,,,,,,,,,
membrane,4184,membrane,membrane,membranes,,,,,,,,,,,,,,,,
memo,4252,memo,memo,memos,,,,,,,,,,,,,,,,
memory,989,memory,memory,memories,,,,,,,,,,,,,,,,
mental,1699,mental,mental,mentals,,,,,,,,,,,,,,,,
mention,614,mention,mention,mentioned;mentions,mentioned;mentioning,mentioning;mentionings,mentionings,,,,,,,,,,,,,
mentor,4886,mentor,mentor,mentors,mentored,mentoring,mentorings,,,,,,,,,,,,,
menu,2647,menu,menu,menus,,,,,,,,,,,,,,,,
merchant,3361,merchant,merchant,merchants,,,,,,,,,,,,,,,,
mere,2632,mere,mere,merest,,,,,,,,,,,,,,,,
merely,1848,merely,merely,,,,,,,,,,,,,,,,,
merge,3425,merge,merge,merges,merged,merging,mergings,,,,,,,,,,,,,
merger,2946,merger,merger,mergers,,,,,,,,,,,,,,,,
merit,3214,merit,merit,merits,merited,meriting,meritings,,,,,,,,,,,,,
mess,2432,mess,mess,messes,messed,messing,messings,,,,,,,,,,,,,
message,913,message,message,messages,messaged,messaging,messagings,,,,,,,,,,,,,
metal,1884,metal,metal,metals,metalled,metalling,metallings,,,,,,,,,,,,,
metaphor,3935,metaphor,metaphor,metaphors,,,,,,,,,,,,,,,,
meter,2162,meter,meter,meters,metered,metering,metre,metres,,,,,,,,,,,,
method,805,method,method,methods,,,,,,,,,,,,,,,,
methodology,4356,methodology,methodology,methodologies,,,,,,,,,,,,,,,,
microphone,4201,microphone,microphone,microphones,,,,,,,,,,,,,,,,
mid,2889,mid,mid,,,,,,,,,,,,,,,,,
middle,886,middle,middle,middled;middles,middled;middling,middling;middlings,middlings,,,,,,,,,,,,,
midnight,3377,midnight,midnight,midnights,,,,,,,,,,,,,,,,
might,209,might,might,mighta;mightn,mighta,,,,,,,,,,,,,,,
migration,4092,migration,migration,migrations,,,,,,,,,,,,,,,,
mild,3365,mild,mild,milder,mildest,,,,,,,,,,,,,,,
mile,827,mile,mile,miles,,,,,,,,,,,,,,,,
military,808,military,military,militaries,,,,,,,,,,,,,,,,
milk,1839,milk,milk,milks,milked,milking,milkings,,,,,,,,,,,,,
million,47,million,million,millions,millionth,millionths,,,,,,,,,,,,,,
mind,391,mind,mind,minded;minds,minded;minding,minding;mindings,mindings,,,,,,,,,,,,,
mine,987,mine,mine,mined;mines,mined;mining,mining,,,,,,,,,,,,,,
mineral,3344,mineral,mineral,minerals,,,,,,,,,,,,,,,,
minimal,3730,minimal,minimal,minimals,,,,,,,,,,,,,,,,
minimize,3368,minimize,minimize,minimizes,minimized,minimizing,minimise,minimises,minimised,minimising,minimisings,,,,,,,,,
minimum,1819,minimum,minimum,minima,minimums,,,,,,,,,,,,,,,
minister,1487,minister,minister,ministers,ministered,ministering,ministerings,,,,,,,,,,,,,
minor,2047,minor,minor,minors,,,,,,,,,,,,,,,,
minority,2037,minority,minority,minorities,,,,,,,,,,,,,,,,
minus,4449,minus,minus,minuses,,,,,,,,,,,,,,,,
minute,416,minute,minute,minuted;minutes,minuted;minuting,minuting;minutings,minutings,,,,,,,,,,,,,
mirror,2255,mirror,mirror,mirrors,mirrored,mirroring,mirrorings,,,,,,,,,,,,,
mislead,3553,mislead,mislead,misleads,misled,misleading,misleadings,,,,,,,,,,,,,
miss,695,miss,miss,missed;misses,missed;missing,missing;missings,missings,,,,,,,,,,,,,
missile,2948,missile,missile,missiles,,,,,,,,,,,,,,,,
mission,1741,mission,mission,missions,,,,,,,,,,,,,,,,
mistake,1202,mistake,mistake,mistakes,mistook,mistaking,mistakings,,,,,,,,,,,,,
mix,1079,mix,mix,mixes,mixed,mixing,mixings,,,,,,,,,,,,,
mixture,2570,mixture,mixture,mixtures,,,,,,,,,,,,,,,,
mobile,1788,mobile,mobile,mobiles,,,,,,,,,,,,,,,,
mobility,4949,mobility,mobility,mobilities,,,,,,,,,,,,,,,,
mode,2254,mode,mode,modes,,,,,,,,,,,,,,,,
model,535,model,model,models,modeled,modeling,modelled,modelling,modellings,,,,,,,,,,,
moderate,2398,moderate,moderate,moderates,moderated,moderating,moderatings,,,,,,,,,,,,,
modern,858,modern,modern,moderns,,,,,,,,,,,,,,,,
modification,3896,modification,modification,modifications,,,,,,,,,,,,,,,,
modify,2534,modify,modify,modifies,modified,modifying,modifyings,,,,,,,,,,,,,
module,2840,module,module,modules,,,,,,,,,,,,,,,,
molecular,4294,molecular,molecular,moleculars,,,,,,,,,,,,,,,,
molecule,3522,molecule,molecule,molecules,,,,,,,,,,,,,,,,
mom,2181,mom,mom,moms,mommy,mommies,,,,,,,,,,,,,,
moment,447,moment,moment,moments,,,,,,,,,,,,,,,,
momentum,4277,momentum,momentum,momentums,momenta,,,,,,,,,,,,,,,
monetary,4115,monetary,monetary,,,,,,,,,,,,,,,,,
money,251,money,money,moneys;monied,moneyed;monied,moneyed,,,,,,,,,,,,,,
monitor,1427,monitor,monitor,monitors,monitored,monitoring,monitorings,,,,,,,,,,,,,
monkey,3808,monkey,monkey,monkeys,monkeyed,monkeying,monkeyings,,,,,,,,,,,,,
monopoly,4438,monopoly,monopoly,monopolies,,,,,,,,,,,,,,,,
month,259,month,month,months,,,,,,,,,,,,,,,,
monthly,2788,monthly,monthly,,,,,,,,,,,,,,,,,
monument,3246,monument,monument,monuments,,,,,,,,,,,,,,,,
mood,2116,mood,mood,moods,,,,,,,,,,,,,,,,
moon,2649,moon,moon,moons,mooned,mooning,moonings,,,,,,,,,,,,,
moral,1600,moral,moral,morals,,,,,,,,,,,,,,,,
morale,4897,morale,morale,morales,,,,,,,,,,,,,,,,
morality,4627,morality,morality,moralities,,,,,,,,,,,,,,,,
more,92,more,more,,,,,,,,,,,,,,,,,
moreover,1453,moreover,moreover,,,,,,,,,,,,,,,,,
morning,484,morning,morning,mornin;mornings,mornin,,,,,,,,,,,,,,,
mortality,3717,mortality,mortality,mortalities,,,,,,,,,,,,,,,,
mortgage,2493,mortgage,mortgage,mortgages,mortgaged,mortgaging,mortgagings,,,,,,,,,,,,,
most,138,most,most,,,,,,,,,,,,,,,,,
mostly,1337,mostly,mostly,,,,,,,,,,,,,,,,,
mother,388,mother,mother,mothered;mothers,mothered;mothering,mothering;motherings,motherings,,,,,,,,,,,,,
motion,1898,motion,motion,motions,motioned,motioning,motionings,,,,,,,,,,,,,
motivate,2491,motivate,motivate,motivates,motivated,motivating,motivatings,,,,,,,,,,,,,
motivation,2683,motivation,motivation,motivations,,,,,,,,,,,,,,,,
motive,3343,motive,motive,motives,,,,,,,,,,,,,,,,
motor,2460,motor,motor,motors,motored,motoring,motorings,,,,,,,,,,,,,
mount,2383,mount,mount,mounts,mounted,mounting,mountings,,,,,,,,,,,,,
mountain,1295,mountain,mountain,mountains,,,,,,,,,,,,,,,,
mouse,1976,mouse,mouse,mouses,mice,,,,,,,,,,,,,,,
mouth,1489,mouth,mouth,mouths,mouthed,mouthing,mouthings,,,,,,,,,,,,,
move,250,move,move,moved;moves,moved;moving,moving;movings,movings,,,,,,,,,,,,,
movement,853,movement,movement,movements,,,,,,,,,,,,,,,,
movie,812,movie,movie,movies,,,,,,,,,,,,,,,,
much,141,much,much,,,,,,,,,,,,,,,,,
multinational,4962,multinational,multinational,multinationals,,,,,,,,,,,,,,,,
multiple,1782,multiple,multiple,multiples,,,,,,,,,,,,,,,,
multiply,4480,multiply,multiply,multiplies,multiplied,multiplying,multiplyings,,,,,,,,,,,,,
murder,1426,murder,murder,murders,murdered,murdering,murderings,,,,,,,,,,,,,
muscle,2205,muscle,muscle,muscles,muscled,muscling,musclings,,,,,,,,,,,,,
museum,1447,museum,museum,museums,,,,,,,,,,,,,,,,
music,442,music,music,musics,,,,,,,,,,,,,,,,
musical,1680,musical,musical,musicals,,,,,,,,,,,,,,,,
musician,2400,musician,musician,musicians,,,,,,,,,,,,,,,,
must,210,must,must,musta;mustn,musta,,,,,,,,,,,,,,,
mutual,2489,mutual,mutual,mutuals,,,,,,,,,,,,,,,,
myself,719,myself,myself,,,,,,,,,,,,,,,,,
mystery,2643,mystery,mystery,mysteries,,,,,,,,,,,,,,,,
myth,3478,myth,myth,myths,,,,,,,,,,,,,,,,
nail,3306,nail,nail,nails,nailed,nailing,nailings,,,,,,,,,,,,,
naked,3449,naked,naked,,,,,,,,,,,,,,,,,
name,256,name,name,named;names,named;naming,naming;namings,namings,,,,,,,,,,,,,
namely,3266,namely,namely,,,,,,,,,,,,,,,,,
narrative,2674,narrative,narrative,narratives,,,,,,,,,,,,,,,,
narrow,1635,narrow,narrow,narrows,narrowed,narrowing,narrower,narrowest,narrowings,,,,,,,,,,,
nasty,3531,nasty,nasty,nastier,nastiest,,,,,,,,,,,,,,,
nation,817,nation,nation,nations,,,,,,,,,,,,,,,,
national,587,national,national,nationals,,,,,,,,,,,,,,,,
nationwide,4522,nationwide,nationwide,nationwides,,,,,,,,,,,,,,,,
native,1689,native,native,natives,,,,,,,,,,,,,,,,
natural,867,natural,natural,naturals,,,,,,,,,,,,,,,,
naturally,2193,naturally,naturally,,,,,,,,,,,,,,,,,
nature,716,nature,nature,natures,natured,naturing,naturings,,,,,,,,,,,,,
near,477,near,near,neared;nears,neared;nearing,nearer;nearing,nearer;nearest,nearest,,,,,,,,,,,,
nearby,1945,nearby,nearby,,,,,,,,,,,,,,,,,
nearly,818,nearly,nearly,,,,,,,,,,,,,,,,,
neat,3316,neat,neat,neater,neatest,,,,,,,,,,,,,,,
necessarily,1559,necessarily,necessarily,,,,,,,,,,,,,,,,,
necessary,726,necessary,necessary,necessaries,,,,,,,,,,,,,,,,
necessity,3099,necessity,necessity,necessities,,,,,,,,,,,,,,,,
neck,2002,neck,neck,necks,necked,necking,neckings,,,,,,,,,,,,,
need,140,need,need,needed;needs,needed;needing,needing;needn,needn,,,,,,,,,,,,,
negative,1136,negative,negative,negatives,negatived,negativing,negativings,,,,,,,,,,,,,
neglect,2628,neglect,neglect,neglects,neglected,neglecting,neglectings,,,,,,,,,,,,,
negotiate,2052,negotiate,negotiate,negotiates,negotiated,negotiating,negotiatings,,,,,,,,,,,,,
negotiation,1911,negotiation,negotiation,negotiations,,,,,,,,,,,,,,,,
neighbor,1272,neighbor,neighbor,neighbors,neighbored,neighboring,neighbour,neighbours,neighboured,neighbouring,neighbourings,,,,,,,,,
neighborhood,1744,neighborhood,neighborhood,neighborhoods,neighbourhood,neighbourhoods,,,,,,,,,,,,,,
neither,1266,neither,neither,,,,,,,,,,,,,,,,,
nerve,2726,nerve,nerve,nerves,nerved,nerving,nervings,,,,,,,,,,,,,
nervous,2128,nervous,nervous,,,,,,,,,,,,,,,,,
nest,3404,nest,nest,nests,nested,nesting,nestings,,,,,,,,,,,,,
net,1241,net,net,nets,netted,netting,nettings,,,,,,,,,,,,,
network,897,network,network,networks,networked,networking,networkings,,,,,,,,,,,,,
neutral,3756,neutral,neutral,neutrals,,,,,,,,,,,,,,,,
never,212,never,never,nevers,,,,,,,,,,,,,,,,
nevertheless,1610,nevertheless,nevertheless,,,,,,,,,,,,,,,,,
new,129,new,new,newer;newest,newest,,,,,,,,,,,,,,,
newly,2328,newly,newly,,,,,,,,,,,,,,,,,
news,596,news,news,,,,,,,,,,,,,,,,,
newspaper,979,newspaper,newspaper,newspapers,,,,,,,,,,,,,,,,
next,201,next,next,,,,,,,,,,,,,,,,,
nice,556,nice,nice,nicer;nicest,nicest,,,,,,,,,,,,,,,
nicely,4544,nicely,nicely,,,,,,,,,,,,,,,,,
night,320,night,night,nights;nite,nite;nites,nites,,,,,,,,,,,,,,
nine,26,nine,nine,nines,ninth,ninths,,,,,,,,,,,,,,
nineteen,36,nineteen,nineteen,nineteens,nineteenth,nineteenths,,,,,,,,,,,,,,
ninety,44,ninety,ninety,ninetys,nineties,ninetieth,ninetieths,,,,,,,,,,,,,
no,110,no,no,nos,,,,,,,,,,,,,,,,
noble,4150,noble,noble,nobles,nobler,noblest,,,,,,,,,,,,,,
nobody,1153,nobody,nobody,nobodies;nobodys,nobodies,,,,,,,,,,,,,,,
node,4763,node,node,nodes,,,,,,,,,,,,,,,,
noise,1490,noise,noise,noises,,,,,,,,,,,,,,,,
noisy,4038,noisy,noisy,noisier,noisiest,,,,,,,,,,,,,,,
nominate,3851,nominate,nominate,nominates,nominated,nominating,nominatings,,,,,,,,,,,,,
nomination,3458,nomination,nomination,nominations,,,,,,,,,,,,,,,,
non,4132,non,non,,,,,,,,,,,,,,,,,
none,1064,none,none,,,,,,,,,,,,,,,,,
nonetheless,4765,nonetheless,nonetheless,,,,,,,,,,,,,,,,,
noon,4012,noon,noon,noons,,,,,,,,,,,,,,,,
nor,1017,nor,nor,,,,,,,,,,,,,,,,,
norm,3392,norm,norm,norms,,,,,,,,,,,,,,,,
normal,905,normal,normal,normals,,,,,,,,,,,,,,,,
normally,1474,normally,normally,,,,,,,,,,,,,,,,,
north,1255,north,north,norths,,,,,,,,,,,,,,,,
northern,1820,northern,northern,northerns,,,,,,,,,,,,,,,,
nose,2164,nose,nose,noses,nosed,nosing,nosings,,,,,,,,,,,,,
not,64,not,not,nots;t,nots,,,,,,,,,,,,,,,
note,434,note,note,noted;notes,noted;noting,noting;notings,notings,,,,,,,,,,,,,
nothing,386,nothing,nothing,nothin,,,,,,,,,,,,,,,,
notice,714,notice,notice,noticed;notices,noticed;noticing,noticing;noticings,noticings,,,,,,,,,,,,,
notify,4626,notify,notify,notifies,notified,notifying,notifyings,,,,,,,,,,,,,
notion,1669,notion,notion,notions,,,,,,,,,,,,,,,,
noun,2849,noun,noun,nouns,,,,,,,,,,,,,,,,
novel,1328,novel,novel,novels,,,,,,,,,,,,,,,,
now,120,now,now,,,,,,,,,,,,,,,,,
nowadays,2260,nowadays,nowadays,,,,,,,,,,,,,,,,,
nowhere,2688,nowhere,nowhere,,,,,,,,,,,,,,,,,
nuclear,1248,nuclear,nuclear,nuclears,,,,,,,,,,,,,,,,
nucleus,4035,nucleus,nucleus,nuclei,,,,,,,,,,,,,,,,
number,177,number,number,numbered;numbers,numbered;numbering,numbering;numberings,numberings,,,,,,,,,,,,,
numerous,2119,numerous,numerous,,,,,,,,,,,,,,,,,
nurse,1365,nurse,nurse,nurses,nursed,nursing,nursings,,,,,,,,,,,,,
nutrient,5024,nutrient,nutrient,nutrients,,,,,,,,,,,,,,,,
object,992,object,object,objects,objected,objecting,objectings,,,,,,,,,,,,,
objection,3299,objection,objection,objections,,,,,,,,,,,,,,,,
objective,1452,objective,objective,objectives,,,,,,,,,,,,,,,,
obligation,2187,obligation,obligation,obligations,,,,,,,,,,,,,,,,
oblige,3157,oblige,oblige,obliges,obliged,obliging,obligings,,,,,,,,,,,,,
obscure,3745,obscure,obscure,obscures,obscured,obscuring,obscurings,,,,,,,,,,,,,
observation,1918,observation,observation,observations,,,,,,,,,,,,,,,,
observe,1148,observe,observe,observes,observed,observing,observings,,,,,,,,,,,,,
observer,3069,observer,observer,observers,,,,,,,,,,,,,,,,
obtain,2865,obtain,obtain,obtains,obtained,obtaining,obtainings,,,,,,,,,,,,,
obvious,1373,obvious,obvious,,,,,,,,,,,,,,,,,
obviously,936,obviously,obviously,,,,,,,,,,,,,,,,,
occasion,1494,occasion,occasion,occasions,occasioned,occasioning,occasionings,,,,,,,,,,,,,
occasionally,2339,occasionally,occasionally,,,,,,,,,,,,,,,,,
occupation,2913,occupation,occupation,occupations,,,,,,,,,,,,,,,,
occupy,1980,occupy,occupy,occupies,occupied,occupying,occupyed,,,,,,,,,,,,,
occur,768,occur,occur,occurs,occurred,occurring,occurrings,,,,,,,,,,,,,
occurrence,4267,occurrence,occurrence,occurrences,,,,,,,,,,,,,,,,
ocean,2721,ocean,ocean,oceans,,,,,,,,,,,,,,,,
odd,1624,odd,odd,odder,oddest,,,,,,,,,,,,,,,
of,54,of,of,,,,,,,,,,,,,,,,,
off,200,off,off,offed;offs,offed;offing,offing;offings,offings,,,,,,,,,,,,,
offense,2394,offense,offense,offenses,offence,offences,,,,,,,,,,,,,,
offer,287,offer,offer,offered;offers,offered;offerring,offerred;offerring,offering;offerred,offering;offerings,offerings,,,,,,,,,,,
office,393,office,office,offices,,,,,,,,,,,,,,,,
officer,946,officer,officer,officers,officered,officering,officerings,,,,,,,,,,,,,
official,693,official,official,officials,,,,,,,,,,,,,,,,
officially,3546,officially,officially,,,,,,,,,,,,,,,,,
offspring,4493,offspring,offspring,offsprings,,,,,,,,,,,,,,,,
often,338,often,often,,,,,,,,,,,,,,,,,
oil,948,oil,oil,oils,oiled,oiling,oilings,,,,,,,,,,,,,
okay,975,okay,okay,okayed;okays,okayed;okaying,ok;okaying,ok,,,,,,,,,,,,,
old,194,old,old,older;oldest,oldest;olds,olds,,,,,,,,,,,,,,
omit,4159,omit,omit,omits,omited,omitting,omitted,,,,,,,,,,,,,
on,67,on,on,,,,,,,,,,,,,,,,,
once,315,once,once,onces,,,,,,,,,,,,,,,,
one,85,one,one,ones,,,,,,,,,,,,,,,,
ongoing,3022,ongoing,ongoing,ongoings,,,,,,,,,,,,,,,,
online,1844,online,online,,,,,,,,,,,,,,,,,
only,124,only,only,,,,,,,,,,,,,,,,,
onset,4675,onset,onset,onsets,,,,,,,,,,,,,,,,
onto,1454,onto,onto,,,,,,,,,,,,,,,,,
open,264,open,open,opened;opens,opened;opening,opening;openings,openings,,,,,,,,,,,,,
opera,2511,opera,opera,operas,,,,,,,,,,,,,,,,
operate,965,operate,operate,operates,operated,operating,operatings,,,,,,,,,,,,,
operation,899,operation,operation,operations,,,,,,,,,,,,,,,,
operational,3856,operational,operational,operationals,,,,,,,,,,,,,,,,
operator,2379,operator,operator,operators,,,,,,,,,,,,,,,,
opinion,706,opinion,opinion,opinions,opinioned,opinioning,opinionings,,,,,,,,,,,,,
opponent,2445,opponent,opponent,opponents,,,,,,,,,,,,,,,,
opportunity,570,opportunity,opportunity,opportunities,,,,,,,,,,,,,,,,
oppose,1456,oppose,oppose,opposes,opposed,opposing,opposings,,,,,,,,,,,,,
opposite,1423,opposite,opposite,opposites,,,,,,,,,,,,,,,,
opposition,1672,opposition,opposition,oppositions,,,,,,,,,,,,,,,,
opt,3798,opt,opt,opts,opted,opting,optings,,,,,,,,,,,,,
optimal,4971,optimal,optimal,optimals,,,,,,,,,,,,,,,,
optimistic,3641,optimistic,optimistic,optimistics,,,,,,,,,,,,,,,,
option,910,option,option,options,,,,,,,,,,,,,,,,
or,79,or,or,,,,,,,,,,,,,,,,,
oral,3586,oral,oral,orals,,,,,,,,,,,,,,,,
orange,2549,orange,orange,oranges,,,,,,,,,,,,,,,,
orchestra,4274,orchestra,orchestra,orchestras,,,,,,,,,,,,,,,,
order,265,order,order,ordered;orders,ordered;ordering,ordering;orderings,orderings,,,,,,,,,,,,,
ordinary,1696,ordinary,ordinary,,,,,,,,,,,,,,,,,
organ,3043,organ,organ,organs,,,,,,,,,,,,,,,,
organic,2810,organic,organic,organics,,,,,,,,,,,,,,,,
organism,3863,organism,organism,organisms,,,,,,,,,,,,,,,,
organization,562,organization,organization,organizations,organisation,organisations,,,,,,,,,,,,,,
organizational,2959,organizational,organizational,organisational,,,,,,,,,,,,,,,,
organize,874,organize,organize,organizes,organized,organizing,organise,organises,organised,organising,organisings,,,,,,,,,
organizer,3327,organizer,organizer,organizers,organiser,organisers,,,,,,,,,,,,,,
orient,4437,orient,orient,orients,oriented,orienting,orientings,,,,,,,,,,,,,
orientation,3828,orientation,orientation,orientations,,,,,,,,,,,,,,,,
origin,2038,origin,origin,origins,,,,,,,,,,,,,,,,
original,1013,original,original,originals,,,,,,,,,,,,,,,,
originally,1993,originally,originally,,,,,,,,,,,,,,,,,
other,104,other,other,others,,,,,,,,,,,,,,,,
otherwise,1106,otherwise,otherwise,,,,,,,,,,,,,,,,,
ought,1527,ought,ought,oughta;oughtn,oughta;outta,outta,,,,,,,,,,,,,,
ourselves,1665,ourselves,ourselves,ourself,,,,,,,,,,,,,,,,
out,105,out,out,outed;outs,outed;outing,outing;outings,outings,,,,,,,,,,,,,
outcome,1676,outcome,outcome,outcomes,,,,,,,,,,,,,,,,
outdoor,3168,outdoor,outdoor,outdoors,,,,,,,,,,,,,,,,
outer,3417,outer,outer,outers,,,,,,,,,,,,,,,,
outfit,3986,outfit,outfit,outfits,outfitted,outfitting,outfittings,,,,,,,,,,,,,
outlet,2999,outlet,outlet,outlets,,,,,,,,,,,,,,,,
outline,1981,outline,outline,outlines,outlined,outlining,outlinings,,,,,,,,,,,,,
outlook,4563,outlook,outlook,outlooks,,,,,,,,,,,,,,,,
output,1971,output,output,outputs,outputted,outputting,outputtings,,,,,,,,,,,,,
outside,541,outside,outside,outsides,,,,,,,,,,,,,,,,
outstanding,2902,outstanding,outstanding,outstandings,,,,,,,,,,,,,,,,
oven,3728,oven,oven,ovens,,,,,,,,,,,,,,,,
over,132,over,over,overs,,,,,,,,,,,,,,,,
overall,1163,overall,overall,,,,,,,,,,,,,,,,,
overcome,2272,overcome,overcome,overcomes,overcame,overcoming,overcomings,,,,,,,,,,,,,
overhead,3720,overhead,overhead,overheads,,,,,,,,,,,,,,,,
overlap,3820,overlap,overlap,overlaps,overlapped,overlapping,overlappings,,,,,,,,,,,,,
overlook,3016,overlook,overlook,overlooks,overlooked,overlooking,overlookings,,,,,,,,,,,,,
overnight,2992,overnight,overnight,overnights,overnighted,overnighting,overnightings,,,,,,,,,,,,,
overseas,2365,overseas,overseas,oversea,,,,,,,,,,,,,,,,
oversee,4411,oversee,oversee,oversees,oversaw,overseen,overseeing,overseeings,,,,,,,,,,,,
overview,4193,overview,overview,overviews,overviewed,overviewing,overviewings,,,,,,,,,,,,,
owe,2103,owe,owe,owes,owed,owing,owings,,,,,,,,,,,,,
own,179,own,own,owned;owns,owned;owning,owning;ownings,ownings,,,,,,,,,,,,,
owner,1308,owner,owner,owners,,,,,,,,,,,,,,,,
ownership,2802,ownership,ownership,ownerships,,,,,,,,,,,,,,,,
oxygen,3421,oxygen,oxygen,oxygens,,,,,,,,,,,,,,,,
pace,2168,pace,pace,paces,paced,pacing,pacings,,,,,,,,,,,,,
pack,1437,pack,pack,packs,packed,packing,packings,,,,,,,,,,,,,
package,1369,package,package,packages,packaged,packaging,packagings,,,,,,,,,,,,,
packet,4351,packet,packet,packets,,,,,,,,,,,,,,,,
pad,3559,pad,pad,pads,padded,padding,paddings,,,,,,,,,,,,,
page,702,page,page,paged;pages,paged;paging,paging;pagings,pagings,,,,,,,,,,,,,
pain,1200,pain,pain,pains,pained,paining,painings,,,,,,,,,,,,,
painful,3123,painful,painful,,,,,,,,,,,,,,,,,
paint,722,paint,paint,paints,painted,painting,paintings,,,,,,,,,,,,,
painter,3565,painter,painter,painters,,,,,,,,,,,,,,,,
pair,1142,pair,pair,pairs,paired,pairing,pairings,,,,,,,,,,,,,
pale,2807,pale,pale,pales,paled,paling,paler,palest,,,,,,,,,,,,
pan,3827,pan,pan,pans,panned,panning,pannings,,,,,,,,,,,,,
panel,1887,panel,panel,panels,panelled,panelling,panellings,paneled,paneling,panelings,,,,,,,,,,
panic,2743,panic,panic,panics,panick,panicked,panicking,panickings,,,,,,,,,,,,
